English,Russian
Who are you?,Кто ты?
Who are you?,Кто Вы?
Who are you?,Ты кто такой?
Who are you?,Ты кто такая?
Who are you?,Вы кто такие?
Who are you?,Кто вы такие?
Who are you?,Кто ты такая?
Who are you?,Кто Вы такой?
Who are you?,Кто Вы такая?
Who are you?,Вы кто такой?
Who are you?,Вы кто такая?
Who cheated?,Кто списывал?
Who cheated?,Кто списал?
Who cheated?,Кто жульничал?
Who drew it?,Кто это нарисовал?
Who escaped?,Кто сбежал?
Who hit Tom?,Кто ударил Тома?
Who hit you?,Кто тебя ударил?
Who is next?,Кто следующий?
Who is that?,Кто это?
Who made it?,Кто это сделал?
Who said it?,Кто это сказал?
Who said no?,Кто сказал нет?
Who saw you?,Кто тебя видел?
Who saw you?,Кто вас видел?
Who stopped?,Кто остановился?
Who took it?,Кто его взял?
Who took it?,Кто её взял?
Who'll come?,Кто придёт?
Who'll cook?,Кто будет готовить?
Who'll cook?,Кто приготовит?
Who'll sing?,Кто будет петь?
Who's awake?,Кто не спит?
Who's dying?,Кто умирает?
Who's first?,Кто первый?
Who's going?,Кто идёт?
Who's ready?,Кто готов?
Who's right?,Кто прав?
Who's there?,Кто там?
Who's there?,Кто там есть?
Who's there?,Кто здесь?
Who's tired?,Кто устал?
Who's wrong?,Кто не прав?
Whose is it?,Чьё это?
Whose is it?,Это чьё?
Whose is it?,Чей он?
Whose is it?,Чья она?
Whose is it?,Чьё оно?
Will he die?,Он умрёт?
Will you go?,Ты пойдёшь?
Will you go?,Пойдёшь?
Will you go?,Вы пойдёте?
Will you go?,Ты поедешь?
Will you go?,Вы поедете?
Will you go?,Поедете?
Will you go?,Поедешь?
Will you go?,Пойдёте?
Wood floats.,Дерево плавает.
Wood floats.,Дерево не тонет.
Work slowly.,Работай не спеша.
Work slowly.,Работайте медленно.
Write to me.,Пиши мне.
Write to me.,Пишите мне.
Write to us.,Напиши нам.
Write to us.,Напишите нам.
Write to us.,Пиши нам.
Write to us.,Пишите нам.
"Yes, I know.","Да, я знаю."
You are big.,Ты большой.
You are big.,Ты большая.
You are big.,Вы большие.
You can try.,Можешь попробовать.
You can try.,Можете попробовать.
You cheated.,Ты жульничал.
You cheated.,Вы жульничали.
You cheated.,Ты списывал.
You cheated.,Вы списывали.
You cheated.,Вы смошенничали.
You cheated.,Ты списал.
You cheated.,Вы списали.
You fainted.,Ты упал в обморок.
You fainted.,Ты упала в обморок.
You fainted.,Вы упали в обморок.
You fainted.,Ты потерял сознание.
You fainted.,Ты потеряла сознание.
You fainted.,Вы потеряли сознание.
You know it.,Ты это знаешь.
You know me.,Ты меня знаешь.
You know me.,Вы меня знаете.
You lost me.,Ты меня потерял.
You made it.,У тебя получилось!
You made it.,У вас получилось!
You made it.,Тебе это удалось.
You made it.,У тебя получилось.
You made it.,У вас получилось.
You made it.,У Вас получилось.
You may die.,Ты можешь умереть.
You may die.,Вы можете умереть.
You may sit.,Можешь сесть.
You may sit.,Можете сесть.
You must go.,Ты должен пойти.
You must go.,Вы должны пойти.
You must go.,Ты должен поехать.
You must go.,Вы должны поехать.
You need it.,Тебе это нужно.
You need me.,Я тебе нужен.
You need me.,Я вам нужен.
You need us.,Мы тебе нужны.
You need us.,Мы вам нужны.
You need us.,Мы Вам нужны.
You shot me.,Ты стрелял в меня.
You shot me.,Ты выстрелил в меня.
You shot me.,Ты в меня стрелял.
You shot me.,Вы в меня стреляли.
You used me.,Ты меня использовал.
You used me.,Вы меня использовали.
You woke me.,Ты меня разбудил.
You woke me.,Вы меня разбудили.
You woke me.,Ты меня разбудила.
You'll lose.,Ты проиграешь.
You'll lose.,Вы проиграете.
You're back.,Ты вернулся.
You're back.,Вы вернулись.
You're back.,Ты вернулась.
You're cool.,Ты прикольный.
You're cute.,Ты милый.
You're cute.,Ты симпатичный.
You're cute.,Ты симпатичная.
You're cute.,Вы симпатичный.
You're cute.,Вы симпатичная.
You're cute.,Вы симпатичные.
You're fair.,Ты честен.
You're fair.,Ты честный.
You're fair.,Ты справедливый.
You're fair.,Ты справедливая.
You're fair.,Вы справедливы.
You're free.,Вы свободны.
You're free.,Ты свободен.
You're free.,Ты свободна.
You're good.,Ты хороший.
You're good.,Ты хорошая.
You're good.,Вы хорошие.
You're here.,Ты здесь.
You're here.,Вы здесь.
You're late.,Вы опоздали.
You're late.,Ты опоздал.
You're late.,Ты опоздала.
You're lazy.,Ты ленивый.
You're lazy.,Ты ленивая.
You're lazy.,Вы ленивые.
You're lazy.,Вы ленивый.
You're lazy.,Вы ленивая.
You're lost.,Ты заблудился.
You're lost.,Вы заблудились.
You're mean.,Вы злая.
You're mean.,Вы злой.
You're mean.,Ты злая.
You're mean.,Ты злой.
You're mine.,Ты мой.
You're mine.,Ты моя.
You're mine.,Вы мои.
You're mine.,Вы мой.
You're mine.,Вы моя.
You're next.,Ты следующий.
You're next.,Вы следующий.
You're next.,Ты следующая.
You're next.,Вы следующая.
You're next.,Вы следующие.
You're nuts!,Ты чокнутый!
You're nuts!,Ты чокнутая!
You're poor.,Ты беден.
You're poor.,Вы бедны.
You're rich.,Ты богатая.
You're rich.,Вы богатые.
You're rich.,Вы богаты.
You're rich.,Вы богатый.
You're rich.,Вы богатая.
You're rich.,Ты богатый.
You're rich.,Ты богат.
You're rich.,Ты богата.
You're rude.,Вы грубы.
You're rude.,Ты груб.
You're rude.,Ты грубый.
You're rude.,Ты груба.
You're rude.,Ты грубая.
You're rude.,Вы грубые.
You're safe.,Ты в безопасности.
You're safe.,Вы в безопасности.
You're scum.,Ты мерзавец.
You're scum.,Вы мерзавец.
You're scum.,Ты подлец.
You're scum.,Вы подлец.
You're sick!,Ты больной!
You're sick!,Ты болен!
You're sick.,Ты болен.
You're sick.,Ты больна.
You're sick.,Вы больны.
You're thin.,Ты худой.
You're thin.,Ты худая.
You're thin.,Вы худой.
You're thin.,Вы худая.
You're thin.,Вы худые.
You're tidy.,Ты опрятный.
You're ugly.,Ты уродлив.
You're ugly.,Ты некрасивый.
You're ugly.,Ты некрасивая.
You're ugly.,Вы некрасивы.
You're ugly.,Вы некрасивый.
You're ugly.,Вы некрасивая.
You're ugly.,Вы некрасивые.
You're ugly.,Ты некрасив.
You're vain.,Ты тщеславный.
You're vain.,Ты тщеславная.
You're vain.,Ты тщеславен.
You're vain.,Ты тщеславна.
You're vain.,Вы тщеславны.
You're vain.,Вы тщеславные.
You're vain.,Ты самодовольный.
You're vain.,Ты самодоволен.
You're vain.,Ты самодовольная.
You're vain.,Ты самодовольна.
You're vain.,Вы самодовольные.
You're vain.,Вы самодовольны.
You're weak.,Ты слаб.
You're weak.,Ты слаба.
You're weak.,Вы слабы.
You're wise.,Ты мудрый.
You've lost.,Вы проиграли.
You've lost.,Ты проиграл.
A bug bit me.,Меня какое-то насекомое укусило.
Abandon ship!,Покиньте судно!
Abandon ship!,Покиньте корабль!
Abandon ship.,Покиньте судно.
Act your age.,Соответствуй возрасту!
