English,Russian,Hindi
It was a lie.,Это была ложь.,यह झूठ था।
It was alive.,Оно было живым.,यह जीवित था.
It was awful.,Это было ужасно.,यह भयानक था।
It was black.,Оно было черным.,यह काला था.
It was clear.,Это было ясно.,यह स्पष्ट था।
It was crazy.,Это было безумно.,यह पागलपन था।
It was cruel.,Это было жестоко.,यह क्रूर था.
It was empty.,Там было пусто.,वो खाली था।
It was night.,Была ночь.,यह रात थी।
It was noisy.,Было шумно.,यह शोर था.
It was pizza.,Это была пицца.,यह पिज़्ज़ा था.
It was quiet.,Было тихо.,यह शांत था।
It was risky.,Это было рискованно.,यह जोखिम भरा था.
It was scary.,Это было страшно.,वह डरावना था।
It was vague.,Это было расплывчато.,यह अस्पष्ट था.
It was weird.,Это было странно.,वह अजीब था।
It was white.,Оно было белым.,यह सफ़ेद था.
It was wrong.,Это было не правильно.,यह गलत था।
It wasn't me.,Это был не я.,यह मैं नहीं था.
It wasn't us.,Это были не мы.,यह हम नहीं थे.
It went well.,Это было хорошо.,यह अच्छी तरह से चला गया।
It will burn.,Оно сгорит.,यह जल जायेगा.
It will work.,Это будет работать.,यह काम करेगा।
It works now.,Теперь это работает.,यह अब काम करता है।
It'll be hot.,Будет жарко.,गर्मी होगी.
It'll happen.,Это произойдет.,ऐसा होगा.
It's a curse.,Это проклятие.,यह एक अभिशाप है.
It's a fruit.,Это фрукт.,यह एक फल है.
It's a plant.,Это растение.,यह एक पौधा है.
It's a rumor.,Это слух.,यह एक अफवाह है.
It's a steal.,Это воровство.,यह एक चोरी है.
It's all wet.,Это все мокрое.,यह सब गीला है.
It's at home.,Это дома.,यह घर पर है.
It's awesome.,Это потрясающе.,यह विस्मयकारी है।
It's awkward.,Это неловко.,वो अजीब हैं।
It's bedtime.,Пора спать.,यह सोने का समय है।
It's complex.,Это сложно.,यह जटिल है.
It's for Tom.,Это для Тома.,यह टॉम के लिए है.
It's for you.,Это для вас.,यह आप के लिए है।
It's garbage.,Это мусор.,यह कचरा है.
It's hailing.,Это приветствие.,यह जयजयकार कर रहा है।
It's illegal.,Это незаконно.,यह अवैध है।
It's morning.,Сейчас утро.,सुबह है।
It's my life.,Это моя жизнь.,इट्स माई लाइफ।
It's my ship.,Это мой корабль.,यह मेरा जहाज है.
It's my turn.,Моя очередь.,यह मेरी बारी है।
It's not Tom.,Это не Том.,यह टॉम नहीं है.
It's not bad.,Это не плохо.,ये बुरा नहीं है।
It's not new.,Это не ново.,यह नया नहीं है.
It's nothing.,Ничего.,यह कुछ भी नहीं है.
It's only me.,Это только я.,केवल मैं हूं।
It's our car.,Это наша машина.,यह हमारी कार है.
It's our job.,Это наша работа.,यह हमारा काम है.
It's perfect.,Идеально.,यह एकदम सही है।
It's pouring.,Льет как из ведра.,बरसात हो रही है।
It's raining.,Идет дождь.,बारिश हो रही है।
It's serious.,Это серьезно.,यह गंभीर है।
It's snowing.,Идет снег.,आज बर्फ़ गिर रही है.
It's so cute.,Это так мило.,यह बहुत प्यारा है।
It's so dark.,Здесь так темно.,यह बहुत अंधेरा है.
It's so easy.,Это очень просто.,यह इतना आसान है।
It's so hard.,Это очень трудно.,यह इतना कठिन है।
It's so loud.,Это так громко.,यह बहुत तेज़ है.
It's so nice.,Это так приятно.,यह कितना अच्छा है।
It's so rare.,Это так редко.,यह बहुत दुर्लभ है.
It's strange.,Странно.,यह अजीब बात है।
It's suicide.,Это самоубийство.,यह आत्महत्या है.
It's the end.,Это конец.,ये अंत हे।
It's the law.,Это закон.,यह कानून है।
It's too big.,Это слишком большое.,यह बहुत बड़ा है।
It's too far.,Это слишком далеко.,वह बहुत दूर है।
It's too hot.,Слишком жарко.,यह बहुत गर्म है।
It's too low.,Это слишком низко.,यह बहुत कम है.
It's too old.,Это слишком старо.,यह बहुत पुराना है.
It's unusual.,Это необычно.,यह असामान्य है.
It's useless.,Это бесполезно.,यह किसी काम का नहीं।
