Russian
Идти.
Привет.
Бегать!
Бегать.
ВОЗ?
Ух ты!
Я очень замерз.
Я очень быстрый.
Я очень ленив.
Я очень беден.
Я очень богат.
Я очень болен.
Я очень высокий.
Я очень худой.
Я голосую нет.
Мне хорошо платят.
Я твой босс.
Я закончил.
Я это исправил.
Я нашел это.
У меня есть пиво.
У меня есть глаза.
У меня есть дети.
У меня есть свой.
У меня есть новости.
У меня есть время.
У меня есть вино.
Я подал в отставку.
Я вернулся.
Я видел Тома.
Том боится?
Том здесь?
Том спит?
Том лучше?
Том придет?
Том ест?
Том знаменит?
Том виновен?
Том голоден?
Том в постели?
Том шутит?
Том одинок?
Том поблизости?
Том боится?
Том одинок?
Том глупый?
Он дома?
Прав ли он?
Он смотрит?
Он поврежден?
Это помогает?
Моя очередь?
Это болезненно?
Идет дождь?
Это серьезно?
Идет снег?
Он слишком большой?
Работает?
Мое время истекло?
Это Тома?
Это летучая мышь?
Это кот?
Это собака?
Это много?
Это парик?
Это да?
Это кровь?
Это конфета?
Это ясно?
Это законно?
Это пицца?
Это правильно?
Это сахар?
Это сладко?
Это странно?
Это неправильно?
Это твое?
Солнце взошло?
Есть ли еще?
Есть ли время?
Это Тома?
Это законно?
Это ваше?
Не правда ли?
Не так ли?
Оно не может ждать.
Это не может сработать.
Это действительно произошло.
Становится хуже.
Выпал снег.
У меня здесь болит.
Это проклятие.
Идет дождь.
Слишком жарко.
Это непросто.
Это не здесь.
Это не мое.
Еще не время.
Это может помочь.
